Species,Year,Variable,Catch,TACC,Dollar Value (millions)
Gurnard,2000,Asset value,0,5143.1,13
Gurnard,2001,Asset value,0,5143.1,14.8
Gurnard,2002,Asset value,3433.3,5147.3,15.2
Gurnard,2003,Asset value,3831,5047.1,14.3
Gurnard,2004,Asset value,3509,5047.1,20.1
Gurnard,2005,Asset value,3974.4,5047.1,14.5
Gurnard,2006,Asset value,3589.1,5047.1,14.9
Gurnard,2007,Asset value,3822.1,5047.1,15.8
Gurnard,2008,Asset value,3347.5,5047.1,20.8
Gurnard,2009,Asset value,3489.4,5047.1,28
Gurnard,2010,Asset value,3789,5181.2,21.4
Gurnard,2011,Asset value,3290.5,5181.2,25.4
Gurnard,2012,Asset value,3350.8,5181.2,24
Gurnard,2013,Asset value,3803.6,5451.2,37.5
Gurnard,2014,Asset value,3769,5451.2,38.1
Gurnard,2015,Asset value,3909.8,5451.2,74.2
Gurnard,2016,Asset value,3953.1,5631.2,69.9
Gurnard,2017,Asset value,3853.4,5631.2,83.9
Gurnard,2018,Asset value,3854.8,5761.2,94.4
Hake,1996,Asset value,0,13997,109.8
Hake,1997,Asset value,0,13997,102.3
Hake,1998,Asset value,0,13997,99.9
Hake,1999,Asset value,0,13997,111.9
Hake,2000,Asset value,0,13997,108.7
Hake,2001,Asset value,0,13997,106.4
Hake,2002,Asset value,11813.4,14066.5,119.8
Hake,2003,Asset value,11580.6,14066.5,147
Hake,2004,Asset value,13686,14066.5,187.9
Hake,2005,Asset value,13376.7,12366.5,158
Hake,2006,Asset value,9954.5,13211.1,195.1
Hake,2007,Asset value,10593.3,13211.1,141.5
Hake,2008,Asset value,5930.3,13211.1,158.4
Hake,2009,Asset value,10225.2,13211.1,137.4
Hake,2010,Asset value,4715.1,13211.1,152.1
Hake,2011,Asset value,5837.9,13211.1,126.1
Hake,2012,Asset value,6567.8,13211.1,111.2
Hake,2013,Asset value,7689.8,13211.1,131.2
Hake,2014,Asset value,5692.7,13211.1,118.1
Hake,2015,Asset value,8248.4,13211.1,145.2
Hake,2016,Asset value,4722.1,13211.1,99.7
Hake,2017,Asset value,6144.7,13211.1,115.6
Hake,2018,Asset value,4704,10575.1,154.8
Hapuku & Bass,1996,Asset value,0,2178.5,27.9
Hapuku & Bass,1997,Asset value,0,2178.5,26.2
Hapuku & Bass,1998,Asset value,0,2181,23.8
Hapuku & Bass,1999,Asset value,0,2181,21.7
Hapuku & Bass,2000,Asset value,0,2181,21
Hapuku & Bass,2001,Asset value,0,2181,29.5
Hapuku & Bass,2002,Asset value,1513.4,2181.6,23.8
Hapuku & Bass,2003,Asset value,1661.4,2181.6,32.1
Hapuku & Bass,2004,Asset value,1605.8,2181.6,31.8
Hapuku & Bass,2005,Asset value,1743.4,2181.6,36.4
Hapuku & Bass,2006,Asset value,1728.1,2181.6,37.3
Hapuku & Bass,2007,Asset value,1726.6,2181.6,34.9
Hapuku & Bass,2008,Asset value,1657.8,2181.6,28.9
Hapuku & Bass,2009,Asset value,1627.5,2181.6,22.2
Hapuku & Bass,2010,Asset value,1633.4,2181.6,20
Hapuku & Bass,2011,Asset value,1543.2,2181.6,29.4
Hapuku & Bass,2012,Asset value,1506.4,2181.6,29.5
Hapuku & Bass,2013,Asset value,1428.1,2181.6,34.2
Hapuku & Bass,2014,Asset value,1401,2181.6,36.6
Hapuku & Bass,2015,Asset value,1254.2,2181.6,44.1
Hapuku & Bass,2016,Asset value,1236,2181.6,36
Hapuku & Bass,2017,Asset value,1308,2181.6,47.9
Hapuku & Bass,2018,Asset value,1250,2181.6,48.5
Hoki,1996,Asset value,0,240010,641.8
Hoki,1997,Asset value,0,250010,556
Hoki,1998,Asset value,0,250010,397.5
Hoki,1999,Asset value,0,250010,580.2
Hoki,2000,Asset value,0,250010,511.8
Hoki,2001,Asset value,0,250010,972.8
Hoki,2002,Asset value,195492.1,200010,699.9
Hoki,2003,Asset value,184659.4,200010,815.1
Hoki,2004,Asset value,135783.7,180010,886.3
Hoki,2005,Asset value,104364.1,100010,692.7
Hoki,2006,Asset value,104385.2,100010,626.8
Hoki,2007,Asset value,101008.5,100010,692.8
Hoki,2008,Asset value,89317.9,90010,629.9
Hoki,2009,Asset value,88804.9,90010,852.1
Hoki,2010,Asset value,107208.7,110010,1040.5
Hoki,2011,Asset value,118804.6,120010,841.1
Hoki,2012,Asset value,130108,130010,1039.3
Hoki,2013,Asset value,131567.9,130010,941.1
Hoki,2014,Asset value,146343.6,150010,1105
Hoki,2015,Asset value,161528,160010,916.7
Hoki,2016,Asset value,136719.1,150010,1029.1
Hoki,2017,Asset value,141566.5,150010,912.8
Hoki,2018,Asset value,135397,150010,1367.9
Horse Mussel,2005,Asset value,1.3,29,
Horse Mussel,2006,Asset value,1,29,
Horse Mussel,2007,Asset value,0.3,29,
Horse Mussel,2008,Asset value,0.5,29,
Horse Mussel,2009,Asset value,0.1,29,
Horse Mussel,2010,Asset value,0.4,29,
Horse Mussel,2011,Asset value,0.9,29,
Horse Mussel,2012,Asset value,0.6,29,
Horse Mussel,2013,Asset value,0,29,
Horse Mussel,2014,Asset value,0.2,29,
Horse Mussel,2015,Asset value,0.1,29,
Horse Mussel,2016,Asset value,0.4,29,0
Horse Mussel,2017,Asset value,0.7,29,
Horse Mussel,2018,Asset value,0.2,29,0
Jack Mackerel,1996,Asset value,0,60546.5,18.1
Jack Mackerel,1997,Asset value,0,60546.5,14.9
Jack Mackerel,1998,Asset value,0,60546.5,14.4
Jack Mackerel,1999,Asset value,0,60546.5,20.2
Jack Mackerel,2000,Asset value,0,60546.5,21.4
Jack Mackerel,2001,Asset value,0,60546.5,16.6
Jack Mackerel,2002,Asset value,32585.8,60547.2,18.5
Jack Mackerel,2003,Asset value,34481.4,60547.2,17.2
Jack Mackerel,2004,Asset value,36988.9,60547.2,126.8
Jack Mackerel,2005,Asset value,46640.8,60547.2,66.9
Jack Mackerel,2006,Asset value,42705.5,60547.2,30.9
Jack Mackerel,2007,Asset value,39188.9,60547.2,26.7
Jack Mackerel,2008,Asset value,47855.4,60547.2,27.7
Jack Mackerel,2009,Asset value,40582.4,60547.2,55.9
Jack Mackerel,2010,Asset value,42944.3,60547.2,60.5
Jack Mackerel,2011,Asset value,40052.6,60547.2,59.4
Jack Mackerel,2012,Asset value,40261.4,60547.2,57.1
Jack Mackerel,2013,Asset value,43658.7,60547.2,50.9
Jack Mackerel,2014,Asset value,50387.7,60547.2,34
Jack Mackerel,2015,Asset value,48261.9,60547.2,105.4
Jack Mackerel,2016,Asset value,40620.1,60547.2,123.9
Jack Mackerel,2017,Asset value,47355.9,51327.2,68
Jack Mackerel,2018,Asset value,45301.6,51327.2,76.2
John Dory,1996,Asset value,0,1106.7,10.8
John Dory,1997,Asset value,0,1106.7,10.1
John Dory,1998,Asset value,0,1106.7,10.7
John Dory,1999,Asset value,0,1106.7,10.4
John Dory,2000,Asset value,0,1106.7,9.5
John Dory,2001,Asset value,0,1106.7,12.5
John Dory,2002,Asset value,821.2,1106.7,18.9
John Dory,2003,Asset value,794.7,1106.7,10.2
John Dory,2004,Asset value,832.5,1106.7,13.8
John Dory,2005,Asset value,878.3,1129.4,9.7
John Dory,2006,Asset value,833.1,1129.4,12
John Dory,2007,Asset value,815.3,1129.4,11.6
John Dory,2008,Asset value,724.6,1129.4,14.8
John Dory,2009,Asset value,676.8,1129.4,14
John Dory,2010,Asset value,620.2,1140.4,14.2
John Dory,2011,Asset value,637,1140.4,11.7
John Dory,2012,Asset value,609.4,1140.4,14.9
John Dory,2013,Asset value,630.6,1165.4,15.8
John Dory,2014,Asset value,642.4,1165.4,15.7
John Dory,2015,Asset value,652,1165.4,14.9
John Dory,2016,Asset value,622.1,1165.4,19.8
John Dory,2017,Asset value,677.9,1205.4,23.6
John Dory,2018,Asset value,660.5,1205.4,23.7
Kahawai,2005,Asset value,2530,3035,9.8
Kahawai,2006,Asset value,2012.7,2728,6
Kahawai,2007,Asset value,2507.4,2728,5.5
Kahawai,2008,Asset value,2288.8,2728,7.1
Kahawai,2009,Asset value,2304.6,2728,7.2
Kahawai,2010,Asset value,1994.7,2728,7.8
Kahawai,2011,Asset value,2223.1,2728,9.7
Kahawai,2012,Asset value,2325.9,2728,6.7
Kahawai,2013,Asset value,2258.6,2728,7.4
Kahawai,2014,Asset value,2102.2,2728,10.5
Kahawai,2015,Asset value,2181,2728,10.9
Kahawai,2016,Asset value,2222.7,2728,11.7
Kahawai,2017,Asset value,1794.4,2728,14.8
Kahawai,2018,Asset value,2138.5,2728,17
Kina,2003,Asset value,363.5,636,3.6
Kina,2004,Asset value,560.4,937,5.2
Kina,2005,Asset value,704.7,1147,5.7
Kina,2006,Asset value,826.5,1147,8.4
Kina,2007,Asset value,868,1147,8.3
Kina,2008,Asset value,765.6,1147,6.1
Kina,2009,Asset value,747.2,1147,5.3
Kina,2010,Asset value,711.9,1147,7.1
Kina,2011,Asset value,744.4,1147,7.7
Kina,2012,Asset value,862.6,1147,9.5
Kina,2013,Asset value,875,1147,6
Kina,2014,Asset value,896.3,1147,8.2
Kina,2015,Asset value,888.6,1147,3.6
Kina,2016,Asset value,905.4,1147,12
Kina,2017,Asset value,1042.4,1147,14.4
Kina,2018,Asset value,946,1147,15.8
King Crab,2005,Asset value,0.8,90,0.2
King Crab,2006,Asset value,1,90,
King Crab,2007,Asset value,1.6,90,
King Crab,2008,Asset value,2.8,90,
King Crab,2009,Asset value,2.6,90,0
King Crab,2010,Asset value,2.5,90,
King Crab,2011,Asset value,3.7,90,0.1
King Crab,2012,Asset value,3,90,0.1
King Crab,2013,Asset value,4.2,90,
King Crab,2014,Asset value,11.6,90,0.3
King Crab,2015,Asset value,8.8,90,0.6
King Crab,2016,Asset value,2.5,90,0.5
King Crab,2017,Asset value,0.6,90,0.3
King Crab,2018,Asset value,1.1,90,2
Kingfish,2004,Asset value,159.9,200,4.2
Kingfish,2005,Asset value,194.6,200,4
Kingfish,2006,Asset value,168.9,200,3
Kingfish,2007,Asset value,161.4,200,4
Kingfish,2008,Asset value,157.1,200,3.6
Kingfish,2009,Asset value,153.8,200,5.5
Kingfish,2010,Asset value,172.1,200,6.2
Kingfish,2011,Asset value,171,200,4.2
Kingfish,2012,Asset value,235.2,209,5.5
Kingfish,2013,Asset value,226,209,6.8
Kingfish,2014,Asset value,283.6,217,8.3
Kingfish,2015,Asset value,234.9,217,10.9
Kingfish,2016,Asset value,248.2,217,9.5
Kingfish,2017,Asset value,234.6,217,14.4
Kingfish,2018,Asset value,255.7,217,18.5
Knobbed Whelk,2007,Asset value,0.1,67,0.2
Knobbed Whelk,2008,Asset value,9.4,67,0.2
Knobbed Whelk,2009,Asset value,0.5,67,0.2
Knobbed Whelk,2010,Asset value,18.6,67,
Knobbed Whelk,2011,Asset value,16.5,67,
Knobbed Whelk,2012,Asset value,0.9,67,
Knobbed Whelk,2013,Asset value,0.6,67,
Knobbed Whelk,2014,Asset value,0.3,67,
Knobbed Whelk,2015,Asset value,0.2,67,
Knobbed Whelk,2016,Asset value,0,67,
Knobbed Whelk,2017,Asset value,0.2,67,
Knobbed Whelk,2018,Asset value,0.2,67,
Large Trough Shell,2005,Asset value,60.1,162,0.6
Large Trough Shell,2006,Asset value,50,162,
Large Trough Shell,2007,Asset value,61.6,162,
Large Trough Shell,2008,Asset value,51.9,162,
Large Trough Shell,2009,Asset value,38.6,162,
Large Trough Shell,2010,Asset value,29.2,162,
Large Trough Shell,2011,Asset value,30,180,
Large Trough Shell,2012,Asset value,47.3,180,
Large Trough Shell,2013,Asset value,77.3,180,
Large Trough Shell,2014,Asset value,68.8,744,
Large Trough Shell,2015,Asset value,68.6,744,
Large Trough Shell,2016,Asset value,71.8,744,
Large Trough Shell,2017,Asset value,62.6,814,
Large Trough Shell,2018,Asset value,71.9,814,0
Leatherjacket,2004,Asset value,613.2,1431,4.8
Leatherjacket,2005,Asset value,500.2,1431,1.6
Leatherjacket,2006,Asset value,405.1,1431,1.3
Leatherjacket,2007,Asset value,455.2,1431,1.1
Leatherjacket,2008,Asset value,468.3,1431,1.5
Leatherjacket,2009,Asset value,581.5,1431,1.2
Leatherjacket,2010,Asset value,754,1431,1.2
Leatherjacket,2011,Asset value,573.4,1431,0.6
Leatherjacket,2012,Asset value,570.8,1431,0.6
Leatherjacket,2013,Asset value,441,1431,1.1
Leatherjacket,2014,Asset value,384.2,1461,2.3
Leatherjacket,2015,Asset value,374.4,1461,5.2
Leatherjacket,2016,Asset value,362.5,1461,0.9
Leatherjacket,2017,Asset value,341.8,1461,1.6
Leatherjacket,2018,Asset value,293.6,1461,3.7
Ling,1996,Asset value,0,22111.1,143.1
Ling,1997,Asset value,0,22111.1,162
Ling,1998,Asset value,0,22113.1,153
Ling,1999,Asset value,0,22113.1,185.2
Ling,2000,Asset value,0,22113.1,140.8
Ling,2001,Asset value,0,19843.2,155.3
Ling,2002,Asset value,19563,19843.2,220.8
Ling,2003,Asset value,18907.7,19978.5,185.6
Ling,2004,Asset value,18757.7,19978.5,249.4
Ling,2005,Asset value,17186.1,21977.1,271.7
Ling,2006,Asset value,14177.8,21977.1,217.4
Ling,2007,Asset value,16099.3,21977.1,238.4
Ling,2008,Asset value,16262.7,21977.1,233.4
Ling,2009,Asset value,13111.1,21977.1,253.6
Ling,2010,Asset value,12579.9,22226,263.3
Ling,2011,Asset value,12336.7,22226,291.4
Ling,2012,Asset value,12954.6,22226,303.9
Ling,2013,Asset value,14317.2,22226,263.2
Ling,2014,Asset value,15224.6,23192,298.4
Ling,2015,Asset value,15001.9,23192,366.3
Ling,2016,Asset value,14665.6,23192,394.5
Ling,2017,Asset value,16600.6,23192,467.7
Ling,2018,Asset value,18694.2,23192,529.4
Freshwater Eel,2004,Asset value,0.2,1,
Freshwater Eel,2005,Asset value,129.3,194,2.2
Freshwater Eel,2006,Asset value,120.8,194,2.2
Freshwater Eel,2007,Asset value,97.4,194,4.8
Freshwater Eel,2008,Asset value,72.8,82,1.7
Freshwater Eel,2009,Asset value,44.4,82,1.8
Freshwater Eel,2010,Asset value,47.6,82,2
Freshwater Eel,2011,Asset value,35.8,82,1.5
Freshwater Eel,2012,Asset value,77.3,82,3
Freshwater Eel,2013,Asset value,64.1,82,2.1
Freshwater Eel,2014,Asset value,59.8,82,2.6
Freshwater Eel,2015,Asset value,35.2,82,3.3
Freshwater Eel,2016,Asset value,21.5,82,3.8
Freshwater Eel,2017,Asset value,80.7,162,12.7
Freshwater Eel,2018,Asset value,86.4,163,13.5
Lookdown Dory,2005,Asset value,382.3,783,0.1
Lookdown Dory,2006,Asset value,470.6,783,1.3
Lookdown Dory,2007,Asset value,430.9,783,1.2
Lookdown Dory,2008,Asset value,430.3,783,1.4
Lookdown Dory,2009,Asset value,459.6,783,1
Lookdown Dory,2010,Asset value,434.4,783,1
Lookdown Dory,2011,Asset value,380.4,783,1.1
Lookdown Dory,2012,Asset value,381.9,783,1.4
Lookdown Dory,2013,Asset value,493.5,783,1.5
Lookdown Dory,2014,Asset value,460.3,783,1.8
Lookdown Dory,2015,Asset value,563.9,783,1.7
Lookdown Dory,2016,Asset value,507.2,783,1.5
Lookdown Dory,2017,Asset value,499.5,783,1.7
Lookdown Dory,2018,Asset value,564.5,783,2
Mako Shark,2005,Asset value,109.7,406,0.9
Mako Shark,2006,Asset value,82.1,406,0.8
Mako Shark,2007,Asset value,74.6,406,0.3
Mako Shark,2008,Asset value,73.7,406,0.2
Mako Shark,2009,Asset value,77.8,406,0.1
Mako Shark,2010,Asset value,67.1,406,0.2
Mako Shark,2011,Asset value,91,406,0.7
Mako Shark,2012,Asset value,101.8,406,0.5
Mako Shark,2013,Asset value,80.5,200,0.2
Mako Shark,2014,Asset value,44.1,200,0
Mako Shark,2015,Asset value,49.6,200,0.2
Mako Shark,2016,Asset value,70.8,200,0.6
Mako Shark,2017,Asset value,37.7,200,0.3
Mako Shark,2018,Asset value,37.3,200,0.3
Moonfish,2005,Asset value,111.7,527,2.6
Moonfish,2006,Asset value,79.5,527,1
Moonfish,2007,Asset value,82.4,527,0.5
Moonfish,2008,Asset value,42.6,527,0.5
Moonfish,2009,Asset value,79.1,527,1.5
Moonfish,2010,Asset value,100.3,527,0.7
Moonfish,2011,Asset value,118.5,527,0.5
Moonfish,2012,Asset value,82.3,527,0.9
Moonfish,2013,Asset value,83.7,527,0.1
Moonfish,2014,Asset value,56.4,527,0
Moonfish,2015,Asset value,32.3,527,0.9
Moonfish,2016,Asset value,61.1,527,1.1
Moonfish,2017,Asset value,56.6,527,1.7
Moonfish,2018,Asset value,67.2,527,3.5
Orange Roughy,1996,Asset value,0,21330,233.4
Orange Roughy,1997,Asset value,0,21330,261.5
Orange Roughy,1998,Asset value,0,21330.2,194
Orange Roughy,1999,Asset value,0,20354.8,208.2
Orange Roughy,2000,Asset value,0,20354.8,196.9
Orange Roughy,2001,Asset value,0,15641,157.1
Orange Roughy,2002,Asset value,14379.5,15921,269.1
Orange Roughy,2003,Asset value,14670.4,15221,273.3
Orange Roughy,2004,Asset value,13414.1,15221,413.7
Orange Roughy,2005,Asset value,15368,15921,383.7
Orange Roughy,2006,Asset value,15502.2,15921,313.6
Orange Roughy,2007,Asset value,14167.1,14721,259.9
Orange Roughy,2008,Asset value,13110.4,13612,316.8
Orange Roughy,2009,Asset value,11365.9,12532,295
Orange Roughy,2010,Asset value,9206.5,11062,210.5
Orange Roughy,2011,Asset value,6423.5,8221,173.6
Orange Roughy,2012,Asset value,5837.9,6941,154.5
Orange Roughy,2013,Asset value,5323.8,6941,146.4
Orange Roughy,2014,Asset value,7215.3,7841,174.7
Orange Roughy,2015,Asset value,8216.4,8736,271.8
Orange Roughy,2016,Asset value,7811.1,8736,362.5
Orange Roughy,2017,Asset value,7619.2,8736,334.1
Orange Roughy,2018,Asset value,8073.4,8933,295.8
Oreos,1996,Asset value,0,26159.9,80
Oreos,1997,Asset value,0,25653.9,85.8
Oreos,1998,Asset value,0,25653.9,58.9
Oreos,1999,Asset value,0,24643,70.9
Oreos,2000,Asset value,0,23943,65.3
Oreos,2001,Asset value,0,22443,64.2
Oreos,2002,Asset value,18720.9,20143,67.7
Oreos,2003,Asset value,17621.3,19343,68.7
Oreos,2004,Asset value,17104.5,21143,86.1
Oreos,2005,Asset value,17220.2,21143,86.4
Oreos,2006,Asset value,17475,21143,83
Oreos,2007,Asset value,17111.8,21143,87.8
Oreos,2008,Asset value,16978.6,18610,85.9
Oreos,2009,Asset value,15877.6,18610,77.8
Oreos,2010,Asset value,16792,18860,76.5
Oreos,2011,Asset value,14421.7,18860,78.1
Oreos,2012,Asset value,13087.6,18860,78.8
Oreos,2013,Asset value,10977.9,18860,88.1
Oreos,2014,Asset value,11250.7,18860,115.9
Oreos,2015,Asset value,11058.8,18860,107.4
Oreos,2016,Asset value,8111.1,14860,70.2
Oreos,2017,Asset value,8019.6,14860,69.7
Oreos,2018,Asset value,8783.2,14860,84.3
Oysters Dredge,1997,Asset value,0,505,3.8
Oysters Dredge,1998,Asset value,0,2030.5,23.8
Oysters Dredge,1999,Asset value,0,2030.5,24
Oysters Dredge,2000,Asset value,0,2030.5,24.5
Oysters Dredge,2001,Asset value,0,2030.5,20.4
Oysters Dredge,2002,Asset value,1475.8,2030.5,31.3
Oysters Dredge,2003,Asset value,944.3,2030.5,20.2
Oysters Dredge,2004,Asset value,860.5,2030.5,37.7
Oysters Dredge,2005,Asset value,909.9,2030.5,36.7
Oysters Dredge,2006,Asset value,933.8,2058.5,26.8
Oysters Dredge,2007,Asset value,883.7,2058.5,23.6
Oysters Dredge,2008,Asset value,826.3,2099.5,46.6
Oysters Dredge,2009,Asset value,881.8,2099.5,38.2
Oysters Dredge,2010,Asset value,1035.8,2119.5,39.4
Oysters Dredge,2011,Asset value,1122,2119.5,40.6
Oysters Dredge,2012,Asset value,1253.4,2119.5,40.1
Oysters Dredge,2013,Asset value,1358.7,2119.5,40.7
Oysters Dredge,2014,Asset value,1357.6,2148,45.1
Oysters Dredge,2015,Asset value,1023.6,2148,51.6
Oysters Dredge,2016,Asset value,1026.1,2148,59.4
Oysters Dredge,2017,Asset value,1019.5,2148,70.9
Oysters Dredge,2018,Asset value,1010.7,2148,79.6
Pacific Bluefin Tuna,2005,Asset value,22,116,16
Pacific Bluefin Tuna,2006,Asset value,21.1,116,1.1
Pacific Bluefin Tuna,2007,Asset value,14.3,116,2.2
Pacific Bluefin Tuna,2008,Asset value,13.1,116,6.7
Pacific Bluefin Tuna,2009,Asset value,15.7,116,0.2
Pacific Bluefin Tuna,2010,Asset value,13.6,116,0.6
Pacific Bluefin Tuna,2011,Asset value,27.4,116,0.6
Pacific Bluefin Tuna,2012,Asset value,13.7,116,1.5
Pacific Bluefin Tuna,2013,Asset value,24.4,116,1.5
Pacific Bluefin Tuna,2014,Asset value,12.1,116,1.5
Pacific Bluefin Tuna,2015,Asset value,16.5,116,
Pacific Bluefin Tuna,2016,Asset value,18,116,
Pacific Bluefin Tuna,2017,Asset value,14.4,116,
Pacific Bluefin Tuna,2018,Asset value,20.7,116,
Paddle Crab,2003,Asset value,280.8,765,5.3
Paddle Crab,2004,Asset value,372.8,765,7
Paddle Crab,2005,Asset value,292.4,765,3.8
Paddle Crab,2006,Asset value,233.5,765,3.1
Paddle Crab,2007,Asset value,133.4,765,3.1
Paddle Crab,2008,Asset value,168.2,765,4
Paddle Crab,2009,Asset value,134.7,765,3.1
Paddle Crab,2010,Asset value,120.1,765,2.9
Paddle Crab,2011,Asset value,140.2,765,4.1
Paddle Crab,2012,Asset value,121.6,765,1.2
Paddle Crab,2013,Asset value,103,765,1.3
Paddle Crab,2014,Asset value,101.1,765,2.7
Paddle Crab,2015,Asset value,110,765,1.3
Paddle Crab,2016,Asset value,127.2,765,1.7
Paddle Crab,2017,Asset value,68.6,765,1.3
Paddle Crab,2018,Asset value,26.8,765,2.5
Pale Ghost Shark,2000,Asset value,0,803,0.9
Pale Ghost Shark,2001,Asset value,0,803,1.1
Pale Ghost Shark,2002,Asset value,1648.7,803,1.4
Pale Ghost Shark,2003,Asset value,1895.3,803,1.2
Pale Ghost Shark,2004,Asset value,1553.9,803,2.7
Pale Ghost Shark,2005,Asset value,888.2,1780,4.8
Pale Ghost Shark,2006,Asset value,707.8,1780,1
Pale Ghost Shark,2007,Asset value,793.9,1780,1.3
Pale Ghost Shark,2008,Asset value,818.4,1780,2.7
Pale Ghost Shark,2009,Asset value,794.8,1780,1.1
Pale Ghost Shark,2010,Asset value,750.9,1780,1
Pale Ghost Shark,2011,Asset value,611,1780,1.5
Pale Ghost Shark,2012,Asset value,659,1780,1.8
Pale Ghost Shark,2013,Asset value,697.3,1780,2.7
Pale Ghost Shark,2014,Asset value,726.8,1780,1.3
Pale Ghost Shark,2015,Asset value,758.1,1780,2.9
Pale Ghost Shark,2016,Asset value,690.6,1780,1.3
Pale Ghost Shark,2017,Asset value,925.8,1780,2.4
Pale Ghost Shark,2018,Asset value,1029.4,1780,1.8
Parore,2005,Asset value,56.2,84,0.2
Parore,2006,Asset value,62.7,84,0.2
Parore,2007,Asset value,61.7,84,0.1
Parore,2008,Asset value,68.6,84,0.3
Parore,2009,Asset value,78.3,84,0.2
Parore,2010,Asset value,92.2,84,0.3
Parore,2011,Asset value,82.4,84,0.3
Parore,2012,Asset value,78.4,84,0.2
Parore,2013,Asset value,82.7,84,0.3
Parore,2014,Asset value,71.6,84,0.3
Parore,2015,Asset value,68.1,84,0.3
Parore,2016,Asset value,66,84,0.4
Parore,2017,Asset value,68.3,84,0.4
Parore,2018,Asset value,65.3,84,0.5
Patagonian Toothfish,2011,Asset value,22.7,49.5,1.3
Patagonian Toothfish,2012,Asset value,34.5,49.5,1.3
Patagonian Toothfish,2013,Asset value,26.9,49.5,1.3
Patagonian Toothfish,2014,Asset value,0,49.5,
Patagonian Toothfish,2015,Asset value,36.1,49.5,
Patagonian Toothfish,2016,Asset value,6.4,49.5,
Patagonian Toothfish,2017,Asset value,18.6,49.5,
Patagonian Toothfish,2018,Asset value,4.5,49.5,
Paua,1996,Asset value,0,1253.7,142.9
Paua,1997,Asset value,0,1253.8,195.2
Paua,1998,Asset value,0,1257.7,207.8
Paua,1999,Asset value,0,1257.8,192.5
Paua,2000,Asset value,0,1252.8,254.6
Paua,2001,Asset value,0,1221,244.8
Paua,2002,Asset value,1102.9,1194.2,259.7
Paua,2003,Asset value,1075.3,1083.5,328.5
Paua,2004,Asset value,1025.1,1058.5,354.9
Paua,2005,Asset value,1026.8,1058.5,378.7
Paua,2006,Asset value,1047.4,1058.5,375
Paua,2007,Asset value,995.5,1058.5,392.7
Paua,2008,Asset value,1010,1058.5,362
Paua,2009,Asset value,1008.1,1058.5,311.1
Paua,2010,Asset value,1009.5,1058.5,220.1
Paua,2011,Asset value,944.4,1058.5,278.4
Paua,2012,Asset value,947,1058.5,270.7
Paua,2013,Asset value,910.7,1058.5,321.9
Paua,2014,Asset value,926.2,1058.5,298
Paua,2015,Asset value,904.3,1058.5,339.5
Paua,2016,Asset value,912.2,1058.5,344.8
Paua,2017,Asset value,812.2,964.9,365.9
Paua,2018,Asset value,705.2,919.1,612.2
Pilchard,2003,Asset value,1048.9,2485,10.3
Pilchard,2004,Asset value,1319.7,2485,7
Pilchard,2005,Asset value,958.7,2485,4.6
Pilchard,2006,Asset value,1010,2485,2.4
Pilchard,2007,Asset value,864,2485,2.7
Pilchard,2008,Asset value,720.8,2485,3.8
Pilchard,2009,Asset value,670.8,2485,2.7
Pilchard,2010,Asset value,667.2,2485,7.7
Pilchard,2011,Asset value,333.1,2485,0
Pilchard,2012,Asset value,220.7,2485,3.6
Pilchard,2013,Asset value,391.1,2485,15.4
Pilchard,2014,Asset value,364.9,2485,0.1
Pilchard,2015,Asset value,235,2485,
Pilchard,2016,Asset value,324.4,2485,0.2
Pilchard,2017,Asset value,284.4,2485,0.2
Pilchard,2018,Asset value,624.2,2485,0.4
Pipi,2005,Asset value,149.8,200,1.2
Pipi,2006,Asset value,137.5,204,0
Pipi,2007,Asset value,136.4,204,2.3
Pipi,2008,Asset value,143.4,204,0
Pipi,2009,Asset value,131.9,204,
Pipi,2010,Asset value,136.3,204,
Pipi,2011,Asset value,86.8,204,
Pipi,2012,Asset value,54.8,204,
Pipi,2013,Asset value,0,204,
Pipi,2014,Asset value,0,204,
Pipi,2015,Asset value,0,204,
Pipi,2016,Asset value,0,204,
Pipi,2017,Asset value,0,204,
Pipi,2018,Asset value,0,204,
Porae,2005,Asset value,56.9,71,0.7
Porae,2006,Asset value,49,71,0.6
Porae,2007,Asset value,73.1,71,0.6
Porae,2008,Asset value,52.1,71,0.4
Porae,2009,Asset value,56.8,71,0.3
Porae,2010,Asset value,67.6,71,0.4
Porae,2011,Asset value,72.1,71,0.4
Porae,2012,Asset value,50.8,71,0.4
Porae,2013,Asset value,67.4,83,0.9
Porae,2014,Asset value,65.6,83,0.6
Porae,2015,Asset value,72,83,0.7
Porae,2016,Asset value,65.9,83,0.9
Porae,2017,Asset value,90.4,83,1.3
Porae,2018,Asset value,54.4,83,1.5
Porbeagle Shark,2005,Asset value,60.4,215,0.9
Porbeagle Shark,2006,Asset value,54.7,215,0.3
Porbeagle Shark,2007,Asset value,53.9,215,0.1
Porbeagle Shark,2008,Asset value,41.2,215,0.2
Porbeagle Shark,2009,Asset value,61.4,215,0.2
Porbeagle Shark,2010,Asset value,62.6,215,0.1
Porbeagle Shark,2011,Asset value,73.2,215,0.1
Porbeagle Shark,2012,Asset value,55.4,215,0.1
Porbeagle Shark,2013,Asset value,83.3,110,0.1
Porbeagle Shark,2014,Asset value,70.1,110,0.1
Porbeagle Shark,2015,Asset value,84.1,110,0.1
Porbeagle Shark,2016,Asset value,43.3,110,0.2
Porbeagle Shark,2017,Asset value,26.7,110,0.1
